"","hID","HI2","HI3Y","HI6","HI7","HI11","EDUC","HL33","AGEREC","WLTHSCOR","WLTHIND5","cluster","WI3AY","CM2AY","CM7","MN2A","MN2B","MN2C","MELEVEL","DEADKIDS","CEB","WAGE","MSTATUS","CM11Y","WMWEIGHT","MN3A","MN3B","MN3C"
"416","1_11_NA_NA_8_3890",3890,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",0.536410537979087,"Fourth","1_11_NA_NA_8",1979,2001,"Oui","Docteur","Non","Non","Secondary +",1,1,"20-24","Currently married","2001",0.64203,"Non","Non","Matrone"
"417","1_11_NA_NA_8_3891",3891,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.56107040633513,"Richest","1_11_NA_NA_8",1957,1979,"Oui",NA,NA,NA,"Secondary +",1,7,"40-44","Currently married",NA,0.64203,NA,NA,NA
"418","1_11_NA_NA_8_3892",3892,2001,"Urbain","Kinshasa",6,"None","Masculin","50 ans et plus",0.552948673467695,"Fourth","1_11_NA_NA_8",1960,1978,"Non",NA,NA,NA,"Secondary +",0,4,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"419","1_11_NA_NA_8_3892",3892,2001,"Urbain","Kinshasa",6,"None","Masculin","50 ans et plus",0.552948673467695,"Fourth","1_11_NA_NA_8",1972,NA,NA,NA,NA,NA,"Secondary +",NA,0,"25-29","Formerly married",NA,0.64203,NA,NA,NA
"420","1_11_NA_NA_8_3892",3892,2001,"Urbain","Kinshasa",6,"None","Masculin","50 ans et plus",0.552948673467695,"Fourth","1_11_NA_NA_8",1982,2000,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,1,"15-19","Currently married","2000",0.64203,"Non","Non","Matrone"
"421","1_11_NA_NA_8_3892",3892,2001,"Urbain","Kinshasa",6,"None","Masculin","50 ans et plus",0.552948673467695,"Fourth","1_11_NA_NA_8",1976,1996,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,3,"25-29","Currently married","2001",0.64203,"Non","Non","Matrone"
"422","1_11_NA_NA_8_3892",3892,2001,"Urbain","Kinshasa",6,"None","Masculin","50 ans et plus",0.552948673467695,"Fourth","1_11_NA_NA_8",1982,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Formerly married",NA,0.64203,NA,NA,NA
"423","1_11_NA_NA_8_3892",3892,2001,"Urbain","Kinshasa",6,"None","Masculin","50 ans et plus",0.552948673467695,"Fourth","1_11_NA_NA_8",1981,1999,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,2,"20-24","Currently married","2001",0.64203,"Non","Non","Matrone"
"424","1_11_NA_NA_8_3893",3893,2001,"Urbain","Kinshasa",4,"None","Feminin","50 ans et plus",1.61405603091436,"Richest","1_11_NA_NA_8",1961,1990,"Non",NA,NA,NA,"Primary",0,1,"35-39","Formerly married",NA,0.64203,NA,NA,NA
"425","1_11_NA_NA_8_3893",3893,2001,"Urbain","Kinshasa",4,"None","Feminin","50 ans et plus",1.61405603091436,"Richest","1_11_NA_NA_8",1965,1988,"Non",NA,NA,NA,"Primary",0,2,"35-39","Formerly married",NA,0.64203,NA,NA,NA
"426","1_11_NA_NA_8_3893",3893,2001,"Urbain","Kinshasa",4,"None","Feminin","50 ans et plus",1.61405603091436,"Richest","1_11_NA_NA_8",1983,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"427","1_11_NA_NA_8_3893",3893,2001,"Urbain","Kinshasa",4,"None","Feminin","50 ans et plus",1.61405603091436,"Richest","1_11_NA_NA_8",1984,2000,"Non","Docteur","Infirmiere / sage femme","Matrone","Primary",0,1,"15-19","Formerly married","2000",0.64203,"Non","Infirmiere / sage femme","Matrone"
"428","1_11_NA_NA_8_3894",3894,2001,"Urbain","Kinshasa",2,"None","Masculin","50 ans et plus",1.13470124230499,"Richest","1_11_NA_NA_8",1954,1977,"Oui",NA,NA,NA,"Primary",2,8,"45-49","Currently married",NA,0.64203,NA,NA,NA
"429","1_11_NA_NA_8_3894",3894,2001,"Urbain","Kinshasa",2,"None","Masculin","50 ans et plus",1.13470124230499,"Richest","1_11_NA_NA_8",1977,1995,"Non",NA,NA,NA,"Secondary +",0,1,"20-24","Currently married",NA,0.64203,NA,NA,NA
"430","1_11_NA_NA_8_3895",3895,2001,"Urbain","Kinshasa",4,"Primary","Masculin","25 a 49 ans",1.62550550932955,"Richest","1_11_NA_NA_8",1965,1982,"Non","Docteur","Infirmiere / sage femme","Matrone","Secondary +",0,7,"35-39","Currently married","2001",0.64203,"Non","Non","Matrone"
"431","1_11_NA_NA_8_3895",3895,2001,"Urbain","Kinshasa",4,"Primary","Masculin","25 a 49 ans",1.62550550932955,"Richest","1_11_NA_NA_8",1982,2001,"Non","Docteur","Infirmiere / sage femme","Matrone","Secondary +",0,1,"15-19","Formerly married","2001",0.64203,"Non","Non","Matrone"
"432","1_11_NA_NA_8_3896",3896,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.35733943550547,"Richest","1_11_NA_NA_8",1960,1996,"Oui",NA,NA,NA,"Secondary +",2,3,"40-44","Currently married","1996",0.64203,NA,NA,NA
"433","1_11_NA_NA_8_3897",3897,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.35988376404218,"Richest","1_11_NA_NA_8",1971,1993,"Non","Non","Infirmiere / sage femme","Matrone","Secondary +",0,3,"25-29","Formerly married","2000",0.64203,"Docteur","Infirmiere / sage femme","Matrone"
"434","1_11_NA_NA_8_3898",3898,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",2.40081288708752,"Richest","1_11_NA_NA_8",1961,1989,"Non",NA,NA,NA,"Secondary +",0,5,"35-39","Currently married",NA,0.64203,NA,NA,NA
"435","1_11_NA_NA_8_3898",3898,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",2.40081288708752,"Richest","1_11_NA_NA_8",1970,1986,"Non",NA,NA,NA,"Secondary +",0,3,"30-34","Formerly married",NA,0.64203,NA,NA,NA
"436","1_11_NA_NA_8_3898",3898,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",2.40081288708752,"Richest","1_11_NA_NA_8",1961,1981,"Non",NA,NA,NA,"Secondary +",0,3,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"437","1_11_NA_NA_8_3899",3899,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.06871080146746,"Richest","1_11_NA_NA_8",1959,1974,"Oui",NA,NA,NA,"Secondary +",1,9,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"438","1_11_NA_NA_8_3899",3899,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.06871080146746,"Richest","1_11_NA_NA_8",1978,2001,"Oui","Non","Infirmiere / sage femme","Non","Secondary +",1,2,"20-24","Currently married","2001",0.64203,"Non","Infirmiere / sage femme","Non"
"439","1_11_NA_NA_8_3899",3899,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.06871080146746,"Richest","1_11_NA_NA_8",1980,NA,NA,NA,NA,NA,"Primary",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"440","1_11_NA_NA_8_3899",3899,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.06871080146746,"Richest","1_11_NA_NA_8",1985,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"441","1_11_NA_NA_8_3900",3900,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.85642178084189,"Richest","1_11_NA_NA_8",1969,1986,"Oui","Non","Infirmiere / sage femme","Non","Secondary +",1,6,"30-34","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"442","1_11_NA_NA_8_3901",3901,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.80736269116719,"Richest","1_11_NA_NA_8",1971,1990,"Non",NA,NA,NA,"Primary",0,5,"25-29","Currently married","1999",0.64203,NA,NA,NA
"443","1_11_NA_NA_8_3902",3902,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",1.21660649433766,"Richest","1_11_NA_NA_8",1956,1970,"Non",NA,NA,NA,"Secondary +",0,6,"45-49","Formerly married",NA,0.64203,NA,NA,NA
"444","1_11_NA_NA_8_3902",3902,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",1.21660649433766,"Richest","1_11_NA_NA_8",1970,1998,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,2,"30-34","Currently married","2001",0.64203,"Non","Non","Matrone"
"445","1_11_NA_NA_8_3902",3902,2001,"Urbain","Kinshasa",3,"Secondary+","Feminin","25 a 49 ans",1.21660649433766,"Richest","1_11_NA_NA_8",1977,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"446","1_11_NA_NA_8_3903",3903,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.36688967808568,"Richest","1_11_NA_NA_8",1973,2000,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,1,"25-29","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Matrone"
"447","1_11_NA_NA_8_3904",3904,2001,"Urbain","Kinshasa",1,"Primary","Feminin","25 a 49 ans",1.64817435754068,"Richest","1_11_NA_NA_8",1974,1990,"Non",NA,NA,NA,"Primary",0,3,"25-29","Currently married","1997",0.64203,NA,NA,NA
"448","1_11_NA_NA_8_3905",3905,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","25 a 49 ans",0.574345357410473,"Fourth","1_11_NA_NA_8",1964,1983,"Oui",NA,NA,NA,"Secondary +",1,6,"35-39","Currently married",NA,0.64203,NA,NA,NA
"449","1_11_NA_NA_8_3905",3905,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","25 a 49 ans",0.574345357410473,"Fourth","1_11_NA_NA_8",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"450","1_11_NA_NA_8_3906",3906,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",1.93244931219921,"Richest","1_11_NA_NA_8",1963,1986,"Non",NA,NA,NA,"Secondary +",0,7,"35-39","Currently married","1996",0.64203,NA,NA,NA
"451","1_11_NA_NA_8_3906",3906,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",1.93244931219921,"Richest","1_11_NA_NA_8",1975,NA,NA,NA,NA,NA,"Primary",NA,0,"25-29","Never married",NA,0.64203,NA,NA,NA
"452","1_11_NA_NA_8_3906",3906,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",1.93244931219921,"Richest","1_11_NA_NA_8",1980,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"453","1_11_NA_NA_8_3907",3907,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.40049484602044,"Richest","1_11_NA_NA_8",1977,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Currently married",NA,0.64203,NA,NA,NA
"454","1_11_NA_NA_8_3908",3908,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.77324436454086,"Richest","1_11_NA_NA_8",1977,1996,"Non",NA,NA,NA,"Secondary +",0,3,"20-24","Currently married","1999",0.64203,NA,NA,NA
"455","1_11_NA_NA_8_3909",3909,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.40176701028879,"Richest","1_11_NA_NA_8",1974,1998,"Non",NA,NA,NA,"Secondary +",0,1,"25-29","Currently married","1998",0.64203,NA,NA,NA
"456","1_11_NA_NA_8_3910",3910,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.24766733373571,"Richest","1_11_NA_NA_8",1976,1995,"Non",NA,NA,NA,"Secondary +",0,1,"25-29","Currently married",NA,0.64203,NA,NA,NA
"457","1_11_NA_NA_8_3911",3911,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.40812783163056,"Richest","1_11_NA_NA_8",1963,1973,"Non",NA,NA,NA,"Secondary +",0,9,"35-39","Currently married",NA,0.64203,NA,NA,NA
"458","1_11_NA_NA_8_3911",3911,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.40812783163056,"Richest","1_11_NA_NA_8",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"459","1_11_NA_NA_8_3911",3911,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.40812783163056,"Richest","1_11_NA_NA_8",1972,1995,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,3,"25-29","Currently married","2001",0.64203,"Docteur","Infirmiere / sage femme","Matrone"
"460","1_11_NA_NA_8_3912",3912,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",1.64177332661753,"Richest","1_11_NA_NA_8",1984,2001,"Non","Non","Non","Matrone","Secondary +",0,1,"15-19","Currently married","2001",0.64203,"Docteur","Infirmiere / sage femme","Matrone"
"461","1_11_NA_NA_8_3913",3913,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",0.791571706675878,"Richest","1_11_NA_NA_8",1976,1997,"Non","Non","Infirmiere / sage femme","Matrone","Secondary +",0,2,"20-24","Currently married","2000",0.64203,"Docteur","Infirmiere / sage femme","Matrone"
"462","1_11_NA_NA_8_3914",3914,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","25 a 49 ans",1.431543830839,"Richest","1_11_NA_NA_8",1959,1976,"Non",NA,NA,NA,"Secondary +",0,4,"40-44","Currently married",NA,0.64203,NA,NA,NA
"463","1_11_NA_NA_8_3914",3914,2001,"Urbain","Kinshasa",2,"Secondary+","Feminin","25 a 49 ans",1.431543830839,"Richest","1_11_NA_NA_8",1977,1996,"Non",NA,NA,NA,"Secondary +",0,2,"20-24","Currently married","1999",0.64203,NA,NA,NA
"464","1_11_NA_NA_8_3915",3915,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",1.59200432873385,"Richest","1_11_NA_NA_8",1956,1979,"Non",NA,NA,NA,"Secondary +",0,5,"45-49","Currently married",NA,0.64203,NA,NA,NA
"465","1_11_NA_NA_8_3915",3915,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",1.59200432873385,"Richest","1_11_NA_NA_8",1984,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"466","1_11_NA_NA_8_3916",3916,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",1.2661849382944,"Richest","1_11_NA_NA_8",1977,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"467","1_11_NA_NA_8_3916",3916,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",1.2661849382944,"Richest","1_11_NA_NA_8",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"468","1_11_NA_NA_8_3917",3917,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",2.40134295553267,"Richest","1_11_NA_NA_8",1966,1988,"Non",NA,NA,NA,"Secondary +",0,2,"35-39","Currently married",NA,0.64203,NA,NA,NA
"469","1_11_NA_NA_8_3917",3917,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",2.40134295553267,"Richest","1_11_NA_NA_8",1979,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"470","1_11_NA_NA_8_3918",3918,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.61787252371942,"Richest","1_11_NA_NA_8",1975,1996,"Non",NA,NA,NA,"Secondary +",0,1,"25-29","Currently married","1998",0.64203,NA,NA,NA
"471","1_11_NA_NA_8_3918",3918,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.61787252371942,"Richest","1_11_NA_NA_8",1978,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"472","1_11_NA_NA_8_3918",3918,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.61787252371942,"Richest","1_11_NA_NA_8",1985,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"473","1_11_NA_NA_8_3918",3918,2001,"Urbain","Kinshasa",4,"Secondary+","Feminin","25 a 49 ans",1.61787252371942,"Richest","1_11_NA_NA_8",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"474","1_11_NA_NA_8_3919",3919,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.27760421212975,"Richest","1_11_NA_NA_8",1977,1998,"Non",NA,NA,NA,"Secondary +",0,1,"20-24","Currently married","1998",0.64203,NA,NA,NA
"475","1_11_NA_NA_8_3920",3920,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest","1_11_NA_NA_8",1975,1998,"Non",NA,NA,NA,"Secondary +",0,1,"25-29","Currently married","1998",0.64203,NA,NA,NA
"476","1_11_NA_NA_8_3920",3920,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest","1_11_NA_NA_8",1983,NA,NA,NA,NA,NA,"Secondary +",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"477","1_11_NA_NA_8_3920",3920,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest","1_11_NA_NA_8",1977,2001,"Non","Non","Infirmiere / sage femme","Matrone","Secondary +",0,1,"20-24","Currently married","2001",0.64203,"Non","Non","Matrone"
"478","1_11_NA_NA_8_3921",3921,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.18553632419482,"Richest","1_11_NA_NA_8",1965,1981,"Non","Docteur","Infirmiere / sage femme","Matrone","Secondary +",0,3,"35-39","Currently married","2000",0.64203,"Docteur","Infirmiere / sage femme","Matrone"
"479","1_11_NA_NA_8_3921",3921,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.18553632419482,"Richest","1_11_NA_NA_8",1959,1986,"Non",NA,NA,NA,"Primary",0,2,"40-44","Formerly married",NA,0.64203,NA,NA,NA
"480","1_11_NA_NA_8_3921",3921,2001,"Urbain","Kinshasa",3,"Secondary+","Masculin","25 a 49 ans",2.18553632419482,"Richest","1_11_NA_NA_8",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"481","1_11_NA_NA_8_3922",3922,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",2.40558350309385,"Richest","1_11_NA_NA_8",1965,1987,"Non",NA,NA,NA,"Secondary +",0,3,"35-39","Currently married",NA,0.64203,NA,NA,NA
"482","1_11_NA_NA_8_3923",3923,2001,"Urbain","Kinshasa",1,"Secondary+","Feminin","25 a 49 ans",2.39922268175208,"Richest","1_11_NA_NA_8",1964,1984,"Non",NA,NA,NA,"Secondary +",0,4,"35-39","Currently married",NA,0.64203,NA,NA,NA
"483","1_11_NA_NA_8_3924",3924,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest","1_11_NA_NA_8",1957,1979,"Non",NA,NA,NA,"Secondary +",0,3,"40-44","Currently married",NA,0.64203,NA,NA,NA
"484","1_11_NA_NA_8_3924",3924,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest","1_11_NA_NA_8",1979,NA,NA,NA,NA,NA,"Secondary +",NA,0,"20-24","Never married",NA,0.64203,NA,NA,NA
"485","1_12_NA_NA_27_4923",4923,2001,"Urbain","Kinshasa",1,"Primary","Masculin","50 ans et plus",-0.300381153370168,"Fourth","1_12_NA_NA_27",1955,1972,"Oui",NA,NA,NA,"None",5,8,"45-49","Currently married",NA,0.64203,NA,NA,NA
"486","1_12_NA_NA_27_4924",4924,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.504739728428863,"Middle","1_12_NA_NA_27",1982,1999,"Non","Non","Non","Matrone","Secondary +",0,2,"15-19","Currently married","2000",0.64203,"Non","Non","Non"
"487","1_12_NA_NA_27_4925",4925,2001,"Urbain","Kinshasa",2,"Primary","Masculin","25 a 49 ans",-0.503467564160508,"Middle","1_12_NA_NA_27",1970,1988,"Oui",NA,NA,NA,"None",2,6,"30-34","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"488","1_12_NA_NA_27_4925",4925,2001,"Urbain","Kinshasa",2,"Primary","Masculin","25 a 49 ans",-0.503467564160508,"Middle","1_12_NA_NA_27",1982,2000,"Oui","Non","Infirmiere / sage femme","Non","Secondary +",1,1,"15-19","Never married","2000",0.64203,"Non","Non","Non"
"489","1_12_NA_NA_27_4926",4926,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.546622974675471,"Middle","1_12_NA_NA_27",1965,1985,"Oui",NA,NA,NA,"Primary",2,9,"35-39","Currently married","2000",0.64203,NA,NA,NA
"490","1_12_NA_NA_27_4927",4927,2001,"Urbain","Kinshasa",1,"Primary","Masculin","25 a 49 ans",-0.710442823193356,"Poorest","1_12_NA_NA_27",1976,1996,"Oui",NA,NA,NA,"Primary",1,2,"25-29","Currently married","1999",0.64203,NA,NA,NA
"491","1_12_NA_NA_27_4928",4928,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.660747651384478,"Second","1_12_NA_NA_27",1979,1998,"Oui",NA,NA,NA,"Primary",1,1,"20-24","Currently married","1998",0.64203,NA,NA,NA
"492","1_12_NA_NA_27_4929",4929,2001,"Urbain","Kinshasa",1,"Non-standard curriculum","Feminin","50 ans et plus",-0.706626330388293,"Second","1_12_NA_NA_27",1971,1989,"Non","Docteur","Non","Non","Primary",0,6,"25-29","Currently married","2000",0.64203,"Docteur","Non","Non"
"493","1_12_NA_NA_27_4930",4930,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.766315881233681,"Poorest","1_12_NA_NA_27",1976,2001,"Non","Non","Infirmiere / sage femme","Non","Secondary +",0,1,"25-29","Currently married","2001",0.64203,"Non","Non","Non"
"494","1_12_NA_NA_27_4931",4931,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.50537581056304,"Middle","1_12_NA_NA_27",1976,1999,"Non","Non","Non","Matrone","Secondary +",0,2,"20-24","Currently married","2001",0.64203,"Non","Non","Matrone"
"495","1_12_NA_NA_27_4932",4932,2001,"Urbain","Kinshasa",3,"Primary","Masculin","25 a 49 ans",-0.707898494656647,"Second","1_12_NA_NA_27",1963,1982,"Oui",NA,NA,NA,"None",2,7,"35-39","Currently married","1999",0.64203,NA,NA,NA
"496","1_12_NA_NA_27_4932",4932,2001,"Urbain","Kinshasa",3,"Primary","Masculin","25 a 49 ans",-0.707898494656647,"Second","1_12_NA_NA_27",1982,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"497","1_12_NA_NA_27_4932",4932,2001,"Urbain","Kinshasa",3,"Primary","Masculin","25 a 49 ans",-0.707898494656647,"Second","1_12_NA_NA_27",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"498","1_12_NA_NA_27_4933",4933,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","50 ans et plus",0.725660921353696,"Richest","1_12_NA_NA_27",1963,1976,"Non",NA,NA,NA,"Secondary +",0,1,"35-39","Currently married",NA,0.64203,NA,NA,NA
"499","1_12_NA_NA_27_4934",4934,2001,"Urbain","Kinshasa",1,"Primary","Masculin","25 a 49 ans",-0.558704540066655,"Middle","1_12_NA_NA_27",1976,1997,"Oui",NA,NA,NA,"None",1,3,"25-29","Currently married","1999",0.64203,NA,NA,NA
"500","1_12_NA_NA_27_4935",4935,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",-0.708987723814675,"Second","1_12_NA_NA_27",1960,1974,"Oui",NA,NA,NA,"Primary",1,10,"40-44","Currently married","2000",0.64203,NA,NA,NA
"501","1_12_NA_NA_27_4935",4935,2001,"Urbain","Kinshasa",2,"Secondary+","Masculin","50 ans et plus",-0.708987723814675,"Second","1_12_NA_NA_27",1960,1981,"Oui",NA,NA,NA,"Primary",1,7,"40-44","Currently married","2000",0.64203,NA,NA,NA
"502","1_12_NA_NA_27_4936",4936,2001,"Urbain","Kinshasa",1,"Primary","Masculin","25 a 49 ans",-0.612428232058656,"Second","1_12_NA_NA_27",1978,1998,"Non","Non","Infirmiere / sage femme","Non","Primary",0,2,"20-24","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"503","1_12_NA_NA_27_4937",4937,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.763135470562795,"Poorest","1_12_NA_NA_27",1978,1997,"Non","Non","Infirmiere / sage femme","Non","Primary",0,2,"20-24","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
"504","1_12_NA_NA_27_4938",4938,2001,"Urbain","Kinshasa",2,"Primary","Masculin","50 ans et plus",0.290375043459362,"Fourth","1_12_NA_NA_27",1964,1981,"Oui",NA,NA,NA,"None",2,7,"35-39","Currently married","1998",0.64203,NA,NA,NA
"505","1_12_NA_NA_27_4938",4938,2001,"Urbain","Kinshasa",2,"Primary","Masculin","50 ans et plus",0.290375043459362,"Fourth","1_12_NA_NA_27",1983,NA,NA,NA,NA,NA,"None",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"506","1_12_NA_NA_27_4939",4939,2001,"Urbain","Kinshasa",2,"Primary","Masculin","50 ans et plus",-0.713652326131975,"Poorest","1_12_NA_NA_27",1986,NA,NA,NA,NA,NA,"Primary",NA,0,"15-19","Never married",NA,0.64203,NA,NA,NA
"507","1_12_NA_NA_27_4939",4939,2001,"Urbain","Kinshasa",2,"Primary","Masculin","50 ans et plus",-0.713652326131975,"Poorest","1_12_NA_NA_27",1967,1989,"Non","Non","Non","Matrone","None",0,6,"30-34","Currently married","2000",0.64203,"Non","Non","Non"
"508","1_12_NA_NA_27_4940",4940,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.553162735969387,"Middle","1_12_NA_NA_27",1970,1991,"Non",NA,NA,NA,"Secondary +",0,3,"30-34","Currently married","1998",0.64203,NA,NA,NA
"509","1_12_NA_NA_27_4941",4941,2001,"Urbain","Kinshasa",1,"None","Masculin","25 a 49 ans",-0.763135470562795,"Poorest","1_12_NA_NA_27",1978,1996,"Non",NA,NA,NA,"None",0,2,"20-24","Currently married","1998",0.64203,NA,NA,NA
"510","1_12_NA_NA_27_4942",4942,2001,"Urbain","Kinshasa",1,"Secondary+","Masculin","25 a 49 ans",-0.561248868603364,"Middle","1_12_NA_NA_27",1982,2000,"Non","Non","Infirmiere / sage femme","Non","Primary",0,1,"15-19","Currently married","2000",0.64203,"Non","Infirmiere / sage femme","Non"
