"","HH1","HH2","HH6","HH7","HH7B","HH9","HH13","HC1A","HC1C","helevel","HHSEX","windex5"
"2655",89,145,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2656",89,155,"Urbain","Katanga","Chef lieu de province","Rempli",3,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2657",89,165,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2658",89,176,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Sans religion","Bantou","Secondary +","Male","Richest"
"2659",89,186,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2660",89,196,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"2661",89,206,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2662",89,217,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Catholique","Bantou","Missing/DK","Male","Richest"
"2663",89,227,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2664",89,237,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2665",89,248,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Temoins de Jehovah","Bantou","Secondary +","Male","Richest"
"2666",89,258,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"2667",89,268,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2668",89,279,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2669",89,289,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2670",89,299,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2671",90,2,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"2672",90,12,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"2673",90,22,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","Primary","Female","Fourth"
"2674",90,33,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"2675",90,43,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2676",90,53,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Sans religion","Bantou","Secondary +","Male","Fourth"
"2677",90,63,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2678",90,73,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2679",90,83,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Fourth"
"2680",90,94,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","None","Male","Richest"
"2681",90,104,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Temoins de Jehovah","Bantou","Primary","Male","Richest"
"2682",90,114,"Urbain","Katanga","Chef lieu de province","Rempli",3,"Catholique","Bantou","Secondary +","Male","Richest"
"2683",90,124,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Musulman","Bantou","Secondary +","Male","Richest"
"2684",90,134,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Missing/DK","Male","Richest"
"2685",90,144,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2686",90,155,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Fourth"
"2687",90,165,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2688",90,175,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2689",90,185,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2690",90,195,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Fourth"
"2691",90,205,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","Primary","Male","Fourth"
"2692",90,216,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2693",90,226,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Female","Fourth"
"2694",90,236,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2695",90,246,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","Secondary +","Male","Fourth"
"2696",90,256,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2697",90,266,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2698",90,277,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Primary","Female","Fourth"
"2699",90,287,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","None","Male","Richest"
"2700",90,297,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Female","Richest"
"2701",91,1,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Fourth"
"2702",91,11,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Fourth"
"2703",91,21,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2704",91,31,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2705",91,41,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2706",91,51,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2707",91,61,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","None","Female","Fourth"
"2708",91,71,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2709",91,81,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2710",91,91,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Richest"
"2711",91,101,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2712",91,111,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Fourth"
"2713",91,121,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2714",91,131,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2715",91,141,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Sans religion","Bantou","Primary","Male","Fourth"
"2716",91,150,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2717",91,160,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","Secondary +","Male","Fourth"
"2718",91,170,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2719",91,180,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2720",91,190,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2721",91,200,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Musulman","Bantou","Secondary +","Male","Richest"
"2722",91,210,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2723",91,220,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2724",91,230,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Primary","Female","Fourth"
"2725",91,240,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Fourth"
"2726",91,250,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Richest"
"2727",91,260,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Temoins de Jehovah","Bantou","Secondary +","Male","Fourth"
"2728",91,270,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2729",91,280,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Primary","Female","Richest"
"2730",91,290,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2731",92,2,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2732",92,13,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"2733",92,23,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"2734",92,33,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2735",92,43,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"2736",92,54,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2737",92,64,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2738",92,74,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2739",92,84,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","Secondary +","Male","Richest"
"2740",92,95,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Primary","Female","Richest"
"2741",92,105,"Urbain","Katanga","Chef lieu de province","Rempli",3,"Catholique","Bantou","Secondary +","Male","Richest"
"2742",92,115,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2743",92,126,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2744",92,136,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Temoins de Jehovah","Bantou","None","Male","Richest"
"2745",92,146,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Kimbanguiste","Bantou","Secondary +","Male","Richest"
"2746",92,156,"Urbain","Katanga","Chef lieu de province","Rempli",3,"Catholique","Bantou","Secondary +","Female","Richest"
"2747",92,167,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Richest"
"2748",92,177,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2749",92,187,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"2750",92,197,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2751",92,208,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2752",92,218,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2753",92,228,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Autre religion","Bantou","Secondary +","Male","Fourth"
"2754",92,238,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2755",92,249,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2756",92,259,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"2757",92,269,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","None","Female","Richest"
"2758",92,280,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2759",92,290,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Female","Richest"
"2760",92,300,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2761",93,3,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2762",93,13,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","None","Male","Fourth"
"2763",93,23,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"2764",93,33,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2765",93,43,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Missing/DK","Male","Fourth"
"2766",93,53,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"2767",93,64,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Sans religion","Bantou","Primary","Female","Fourth"
"2768",93,74,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2769",93,84,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Primary","Male","Richest"
"2770",93,94,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","None","Female","Fourth"
"2771",93,104,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Fourth"
"2772",93,114,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2773",93,125,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Sans religion","Bantou","Secondary +","Male","Richest"
"2774",93,135,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Female","Fourth"
"2775",93,145,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Primary","Male","Richest"
"2776",93,155,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Female","Richest"
"2777",93,165,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Missing/DK","Male","Fourth"
"2778",93,175,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Primary","Male","Richest"
"2779",93,186,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Missing/DK","Male","Richest"
"2780",93,196,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Primary","Male","Richest"
"2781",93,206,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Missing/DK","Male","Richest"
"2782",93,216,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Fourth"
"2783",93,226,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Sans religion","Bantou","Secondary +","Male","Richest"
"2784",93,236,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Secondary +","Male","Fourth"
"2785",93,247,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Primary","Male","Fourth"
"2786",93,257,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Sans religion","Bantou","Missing/DK","Male","Richest"
"2787",93,267,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2788",93,277,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Primary","Female","Fourth"
"2789",93,287,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","None","Female","Fourth"
"2790",93,297,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2791",94,3,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2792",94,13,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","None","Female","Fourth"
"2793",94,23,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2794",94,33,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2795",94,44,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2796",94,54,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2797",94,64,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"2798",94,74,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Eglises de reveil","Bantou","Primary","Male","Fourth"
"2799",94,84,"Urbain","Katanga","Chef lieu de province","Rempli",3,"Catholique","Bantou","Secondary +","Male","Fourth"
"2800",94,95,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2801",94,105,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Primary","Female","Fourth"
"2802",94,115,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Richest"
"2803",94,125,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2804",94,135,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","None","Male","Richest"
"2805",94,146,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Autre religion","Bantou","Primary","Male","Fourth"
"2806",94,156,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Primary","Male","Richest"
"2807",94,166,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2808",94,176,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2809",94,186,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","None","Female","Fourth"
"2810",94,197,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2811",94,207,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2812",94,217,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Secondary +","Male","Fourth"
"2813",94,227,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Catholique","Bantou","Primary","Male","Fourth"
"2814",94,237,"Urbain","Katanga","Chef lieu de province","Rempli",3,"Protestant","Bantou","Secondary +","Male","Fourth"
"2815",94,248,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Catholique","Bantou","Primary","Male","Fourth"
"2816",94,258,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Primary","Male","Fourth"
"2817",94,268,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2818",94,278,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Protestant","Bantou","Secondary +","Male","Fourth"
"2819",94,288,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Primary","Male","Fourth"
"2820",94,299,"Urbain","Katanga","Chef lieu de province","Rempli",0,"Protestant","Bantou","Primary","Male","Fourth"
"2821",95,1,"Urbain","Katanga","Autre ville","Rempli",0,"Catholique","Bantou","Secondary +","Male","Richest"
"2822",95,11,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2823",95,22,"Urbain","Katanga","Autre ville","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"2824",95,32,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2825",95,42,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2826",95,53,"Urbain","Katanga","Chef lieu de province","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2827",95,63,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2828",95,74,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"2829",95,84,"Urbain","Katanga","Autre ville","Rempli",1,"Autres chretiens independants","Bantou","Secondary +","Male","Richest"
"2830",95,95,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2831",95,105,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2832",95,115,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2833",95,126,"Urbain","Katanga","Autre ville","Rempli",0,"Eglises de reveil","Bantou","Primary","Female","Fourth"
"2834",95,136,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Fourth"
"2835",95,147,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Primary","Male","Fourth"
"2836",95,157,"Urbain","Katanga","Autre ville","Rempli",0,"Sans religion","Bantou","Secondary +","Male","Richest"
"2837",95,168,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2838",95,178,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Chamite","Primary","Male","Fourth"
"2839",95,189,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Primary","Male","Richest"
"2840",95,199,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2841",95,209,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2842",95,220,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Chamite","Secondary +","Male","Richest"
"2843",95,230,"Urbain","Katanga","Autre ville","Rempli",3,"Catholique","Bantou","Secondary +","Male","Richest"
"2844",95,241,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2845",95,251,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2846",95,262,"Urbain","Katanga","Autre ville","Rempli",0,"Catholique","Bantou","Primary","Male","Fourth"
"2847",95,272,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2848",95,282,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2849",95,293,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Female","Richest"
"2850",95,303,"Urbain","Katanga","Autre ville","Rempli",0,"Catholique","Bantou","Primary","Male","Richest"
"2851",96,1,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2852",96,11,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2853",96,21,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Eglises de reveil","Bantou","Primary","Female","Richest"
"2854",96,31,"Urbain","Katanga","Chef lieu de province","Rempli",2,"Protestant","Bantou","Primary","Male","Richest"
"2855",96,41,"Urbain","Katanga","Autre ville","Rempli",1,"Autre religion","Bantou","Secondary +","Female","Fourth"
"2856",96,52,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"2857",96,62,"Urbain","Katanga","Autre ville","Rempli",0,"Sans religion","Bantou","Primary","Female","Fourth"
"2858",96,72,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Primary","Male","Richest"
"2859",96,83,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Fourth"
"2860",96,93,"Urbain","Katanga","Autre ville","Rempli",0,"Catholique","Bantou","None","Female","Fourth"
"2861",96,103,"Urbain","Katanga","Autre ville","Rempli",2,"Protestant","Bantou","Secondary +","Male","Fourth"
"2862",96,114,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2863",96,124,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2864",96,134,"Urbain","Katanga","Autre ville","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2865",96,144,"Urbain","Katanga","Autre ville","Rempli",0,"Catholique","Bantou","None","Female","Fourth"
"2866",96,155,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Secondary +","Male","Richest"
"2867",96,165,"Urbain","Katanga","Autre ville","Rempli",0,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2868",96,175,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","None","Male","Fourth"
"2869",96,186,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2870",96,196,"Urbain","Katanga","Autre ville","Rempli",0,"Catholique","Bantou","Secondary +","Male","Fourth"
"2871",96,206,"Urbain","Katanga","Autre ville","Rempli",1,"Protestant","Bantou","Secondary +","Male","Richest"
"2872",96,217,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2873",96,227,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Primary","Male","Richest"
"2874",96,237,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2875",96,247,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2876",96,258,"Urbain","Katanga","Autre ville","Rempli",1,"Sans religion","Bantou","Primary","Female","Fourth"
"2877",96,268,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Fourth"
"2878",96,278,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Primary","Male","Fourth"
"2879",96,289,"Urbain","Katanga","Autre ville","Rempli",1,"Eglises de reveil","Bantou","Secondary +","Male","Richest"
"2880",96,299,"Urbain","Katanga","Autre ville","Rempli",1,"Catholique","Bantou","Primary","Male","Richest"
"2881",97,2,"Urbain","Katanga","Autre ville","Rempli",3,"Protestant","Bantou","Secondary +","Male","Richest"
"2882",97,11,"Urbain","Katanga","Autre ville","Rempli",3,"Protestant","Bantou","Secondary +","Male","Richest"
"2883",97,20,"Urbain","Katanga","Autre ville","Rempli",2,"Catholique","Bantou","Primary","Male","Richest"
